package_name,version_x,version_y,version,summary_x,license_x,metadata_source_x,summary_y,license_y,metadata_source_y,download_count
aiocontextvars,,,,,,,,,,307096.0
furo,,,,,,,,,,307047.0
azure-storage-logging,,,,,,,,,,306780.0
phonetics,,,,,,,,,,305981.0
azure-monitor-query,,,,,,,,,,305858.0
types-croniter,,,,,,,,,,305786.0
gluonts,,,,,,,,,,305390.0
types-flask,,,,,,,,,,305331.0
deep-translator,,,,,,,,,,305265.0
azureml-train,,,,,,,,,,305257.0
pyston,,,,,,,,,,305112.0
pyston-autoload,,,,,,,,,,305073.0
pydrive,,,,,,,,,,304957.0
pythonping,,,,,,,,,,304812.0
sqlfluff-templater-dbt,,,,,,,,,,304745.0
assertpy,,,,,,,,,,304681.0
pip-licenses,,,,,,,,,,304521.0
flask-script,,,,,,,,,,304461.0
pyrtf3,,,,,,,,,,304393.0
django-webpack-loader,,,,,,,,,,303840.0
nbsphinx,,,,,,,,,,303395.0
flake8-bandit,,,,,,,,,,303247.0
python-keycloak,,,,,,,,,,302998.0
bitstruct,,,,,,,,,,302843.0
pyairtable,,,,,,,,,,302710.0
opendatalab,,,,,,,,,,302276.0
httmock,,,,,,,,,,302251.0
flask-oauthlib,,,,,,,,,,302068.0
grapheme,,,,,,,,,,302044.0
uptime,,,,,,,,,,301695.0
device-detector,,,,,,,,,,301248.0
pylru,,,,,,,,,,300959.0
parsley,,,,,,,,,,300230.0
stomp-py,,,,,,,,,,299882.0
libsass,,,,,,,,,,299523.0
plaster,,,,,,,,,,299297.0
stdlib-list,,,,,,,,,,299243.0
ddt,,,,,,,,,,299114.0
plaster-pastedeploy,,,,,,,,,,298669.0
tm1py,,,,,,,,,,298578.0
mdxpy,,,,,,,,,,297964.0
sigmatools,,,,,,,,,,297804.0
types-chardet,,,,,,,,,,297486.0
apache-airflow-providers-atlassian-jira,,,,,,,,,,297441.0
pytest-pythonpath,,,,,,,,,,296668.0
whichcraft,,,,,,,,,,295893.0
praat-parselmouth,,,,,,,,,,295719.0
google-cloud-iam,,,,,,,,,,295645.0
cyksuid,,,,,,,,,,295208.0
psycogreen,,,,,,,,,,294912.0
radon,,,,,,,,,,294548.0
jstyleson,,,,,,,,,,294388.0
python-dynamodb-lock,,,,,,,,,,293785.0
fairseq,,,,,,,,,,293749.0
soda-core-spark-df,,,,,,,,,,293556.0
args,,,,,,,,,,293408.0
z3-solver,,,,,,,,,,293285.0
dagster-spark,,,,,,,,,,292835.0
p4python,,,,,,,,,,292689.0
imapclient,,,,,,,,,,292519.0
open3d,,,,,,,,,,292415.0
pytest-watch,,,,,,,,,,292086.0
flake8-commas,,,,,,,,,,292049.0
rustworkx,,,,,,,,,,291684.0
dataproperty,,,,,,,,,,291278.0
starsessions,,,,,,,,,,291267.0
mando,,,,,,,,,,290399.0
pytest-lazy-fixture,,,,,,,,,,290018.0
openshift,,,,,,,,,,289978.0
jinja2-pluralize,,,,,,,,,,289763.0
restructuredtext-lint,,,,,,,,,,289747.0
lifelines,,,,,,,,,,289321.0
acryl-datahub-airflow-plugin,,,,,,,,,,289316.0
pismosendlogs,,,,,,,,,,288888.0
west,,,,,,,,,,288652.0
patool,,,,,,,,,,288546.0
python-semantic-release,,,,,,,,,,288443.0
codeguru-profiler-agent,,,,,,,,,,288249.0
alchemy-mock,,,,,,,,,,287881.0
gcloud-aio-bigquery,,,,,,,,,,287872.0
about-time,,,,,,,,,,287616.0
rpyc,,,,,,,,,,287341.0
robotframework-stacktrace,,,,,,,,,,287290.0
codecov,,,,,,,,,,287217.0
django-formtools,,,,,,,,,,286879.0
types-pkg-resources,,,,,,,,,,286710.0
flake8-debugger,,,,,,,,,,286484.0
flake8-broken-line,,,,,,,,,,286398.0
boto-session-manager,,,,,,,,,,286336.0
boruta,,,,,,,,,,286294.0
pyldavis,,,,,,,,,,286217.0
pygerduty,,,,,,,,,,286161.0
sphinx-argparse,,,,,,,,,,286157.0
pytest-nunit,,,,,,,,,,285375.0
types-aiofiles,,,,,,,,,,285082.0
importlib,,,,,,,,,,284998.0
opentelemetry-instrumentation-psycopg2,,,,,,,,,,284959.0
pyobjc-framework-quartz,,,,,,,,,,284500.0
mypy-boto3-appconfig,,,,,,,,,,284298.0
titlecase,,,,,,,,,,283977.0
oauth2,,,,,,,,,,283669.0
leb128,,,,,,,,,,283476.0
iso-639,,,,,,,,,,283097.0
python-schema-registry-client,,,,,,,,,,283013.0
lkml,,,,,,,,,,282775.0
config,,,,,,,,,,282727.0
sudachipy,,,,,,,,,,282548.0
pysimplegui,,,,,,,,,,282464.0
importlab,,,,,,,,,,282140.0
autograd-gamma,,,,,,,,,,281693.0
bigquery-schema-generator,,,,,,,,,,281550.0
bravado-core,,,,,,,,,,281138.0
lifetimes,,,,,,,,,,281002.0
smartystreets-python-sdk,,,,,,,,,,280924.0
databases,,,,,,,,,,280803.0
mkdocstrings,,,,,,,,,,280740.0
tensorflowonspark,,,,,,,,,,280617.0
elasticquery,,,,,,,,,,280581.0
ccard,,,,,,,,,,280368.0
numcodecs,,,,,,,,,,279765.0
pem,,,,,,,,,,279426.0
undetected-chromedriver,,,,,,,,,,278864.0
pytest-testinfra,,,,,,,,,,278635.0
python-novaclient,,,,,,,,,,278605.0
django-log-request-id,,,,,,,,,,278456.0
business-rules,,,,,,,,,,278090.0
pandarallel,,,,,,,,,,277830.0
sphinx-basic-ng,,,,,,,,,,277681.0
neotime,,,,,,,,,,277644.0
iterproxy,,,,,,,,,,277459.0
apiclient,,,,,,,,,,277404.0
dagit,,,,,,,,,,277383.0
pybacklogpy,,,,,,,,,,277320.0
osc-lib,,,,,,,,,,277129.0
pyfcm,,,,,,,,,,277030.0
apache-airflow-providers-salesforce,,,,,,,,,,276673.0
m2crypto,,,,,,,,,,276620.0
pyupgrade,,,,,,,,,,276552.0
discord,,,,,,,,,,276513.0
marquez-python,,,,,,,,,,275554.0
pyspark-dist-explore,,,,,,,,,,275256.0
pytest-azurepipelines,,,,,,,,,,275244.0
flake8-tidy-imports,,,,,,,,,,274522.0
jupyter-packaging,,,,,,,,,,274351.0
cxxfilt,,,,,,,,,,274140.0
freeza-offset,,,,,,,,,,274122.0
grpc-gateway-protoc-gen-openapiv2,,,,,,,,,,273981.0
kwargs-only,,,,,,,,,,273895.0
jaconv,,,,,,,,,,273522.0
causalml,,,,,,,,,,272944.0
anybadge,,,,,,,,,,272401.0
aiodataloader,,,,,,,,,,272028.0
typing-compat,,,,,,,,,,271950.0
aws-cdk-aws-cloudformation,,,,,,,,,,271469.0
dotty-dict,,,,,,,,,,270866.0
python-cinderclient,,,,,,,,,,270761.0
robotframework-sshlibrary,,,,,,,,,,270476.0
pyfunctional,,,,,,,,,,270378.0
pyminizip,,,,,,,,,,270014.0
web-py,,,,,,,,,,269868.0
pycld3,,,,,,,,,,269815.0
types-pyserial,,,,,,,,,,269799.0
apache-airflow-providers-docker,,,,,,,,,,269668.0
pickle5,,,,,,,,,,269648.0
aws-cdk-aws-certificatemanager,,,,,,,,,,269626.0
pykmip,,,,,,,,,,269247.0
rfc3339,,,,,,,,,,269101.0
mkdocstrings-python,,,,,,,,,,268762.0
pip-requirements-parser,,,,,,,,,,268732.0
webapp2,,,,,,,,,,268715.0
kopf,,,,,,,,,,268481.0
rule-engine,,,,,,,,,,268301.0
pytube,,,,,,,,,,268103.0
pyglove,,,,,,,,,,267992.0
clang-format,,,,,,,,,,267677.0
simple-ddl-parser,,,,,,,,,,267599.0
testscenarios,,,,,,,,,,267463.0
zenpy,,,,,,,,,,266789.0
sqlmodel,,,,,,,,,,266041.0
django-prometheus,,,,,,,,,,265910.0
django-ckeditor,,,,,,,,,,265636.0
django-waffle,,,,,,,,,,265365.0
awslambdaric,,,,,,,,,,265302.0
aws-cdk-aws-route53,,,,,,,,,,265298.0
html-text,,,,,,,,,,264818.0
tinysegmenter,,,,,,,,,,264738.0
cloudinary,,,,,,,,,,264665.0
prometheus-fastapi-instrumentator,,,,,,,,,,264647.0
jsonconversion,,,,,,,,,,264514.0
yoyo-migrations,,,,,,,,,,264418.0
wasmer,,,,,,,,,,263667.0
google-cloud-common,,,,,,,,,,263286.0
autosemver,,,,,,,,,,263218.0
retry2,,,,,,,,,,263065.0
inquirerpy,,,,,,,,,,262994.0
aiosmtplib,,,,,,,,,,262966.0
shopifyapi,,,,,,,,,,262870.0
starlette-exporter,,,,,,,,,,262790.0
pfzy,,,,,,,,,,262589.0
datasketches,,,,,,,,,,262505.0
keras-nightly,,,,,,,,,,262491.0
apache-airflow-providers-jdbc,,,,,,,,,,262300.0
executor,,,,,,,,,,262226.0
ibm-db,,,,,,,,,,261388.0
aws-cdk-custom-resources,,,,,,,,,,261263.0
google-python-cloud-debugger,,,,,,,,,,261107.0
beaker,,,,,,,,,,260794.0
cloudscraper,,,,,,,,,,260682.0
google-cloud-filestore,,,,,,,,,,260648.0
pylint-celery,,,,,,,,,,260638.0
flask-oidc,,,,,,,,,,260526.0
flask-apispec,,,,,,,,,,260142.0
rich-click,,,,,,,,,,260081.0
webdataset,,,,,,,,,,260030.0
snowflake-snowpark-python,,,,,,,,,,259941.0
google-oauth2-tool,,,,,,,,,,259478.0
dpkt,,,,,,,,,,259474.0
snapshottest,,,,,,,,,,259467.0
coolname,,,,,,,,,,259192.0
pyfarmhash,,,,,,,,,,258936.0
breathe,,,,,,,,,,258527.0
ocspbuilder,,,,,,,,,,258397.0
tensorflow-model-optimization,,,,,,,,,,257835.0
requests-oauth,,,,,,,,,,257519.0
types-futures,,,,,,,,,,257493.0
couchbase,,,,,,,,,,257409.0
arnparse,,,,,,,,,,257286.0
easygui,,,,,,,,,,257188.0
jiwer,,,,,,,,,,256517.0
workflow,,,,,,,,,,256401.0
pyobjc,,,,,,,,,,256354.0
pytest-flask,,,,,,,,,,256269.0
ocspresponder,,,,,,,,,,255882.0
pyspark-stubs,,,,,,,,,,255597.0
gymnasium,,,,,,,,,,255022.0
looseversion,,,,,,,,,,254744.0
pyactiveresource,,,,,,,,,,254657.0
tensorflow-data-validation,,,,,,,,,,254228.0
django-localflavor,,,,,,,,,,254067.0
scylla-driver,,,,,,,,,,253722.0
pygraphviz,,,,,,,,,,253685.0
binpacking,,,,,,,,,,253258.0
aws-cdk-aws-elasticloadbalancingv2,,,,,,,,,,253174.0
apprise,,,,,,,,,,252596.0
fastdiff,,,,,,,,,,252453.0
ptpython,,,,,,,,,,252051.0
awsiotsdk,,,,,,,,,,251934.0
gender-guesser,,,,,,,,,,251582.0
httpstan,,,,,,,,,,251500.0
pytest-freezegun,,,,,,,,,,251342.0
flask-testing,,,,,,,,,,250989.0
mypy-boto3-ssm,,,,,,,,,,250937.0
vadersentiment,,,,,,,,,,250696.0
pytest-mypy,,,,,,,,,,249301.0
tf-agents,,,,,,,,,,249222.0
mariadb,,,,,,,,,,248901.0
pyathenajdbc,,,,,,,,,,248717.0
grequests,,,,,,,,,,248588.0
python-graphql-client,,,,,,,,,,248117.0
unstructured,,,,,,,,,,247861.0
oslo-context,,,,,,,,,,247544.0
pyomo,,,,,,,,,,247443.0
pypsrp,,,,,,,,,,247210.0
asyncache,,,,,,,,,,247075.0
pytorch-metric-learning,,,,,,,,,,246961.0
pip-api,,,,,,,,,,246731.0
django-polymorphic,,,,,,,,,,246673.0
json-rpc,,,,,,,,,,246391.0
pytest-reportportal,,,,,,,,,,245582.0
opentelemetry-exporter-jaeger-thrift,,,,,,,,,,245352.0
pylibftdi,,,,,,,,,,244965.0
sqlite-utils,,,,,,,,,,244689.0
ptable,,,,,,,,,,244632.0
python-levenshtein-wheels,,,,,,,,,,244525.0
pyobjc-framework-corebluetooth,,,,,,,,,,244033.0
pytablewriter,,,,,,,,,,244025.0
oslo-log,,,,,,,,,,244015.0
testing-common-database,,,,,,,,,,243824.0
databricks-pypi2,,,,,,,,,,243266.0
tdda,,,,,,,,,,243135.0
insightface,,,,,,,,,,243120.0
pytest-spark,,,,,,,,,,243062.0
pyscaffold,,,,,,,,,,242674.0
pyobjc-framework-systemconfiguration,,,,,,,,,,242638.0
curatorbin,,,,,,,,,,242311.0
python-tds,,,,,,,,,,242217.0
quantconnect-stubs,,,,,,,,,,242192.0
aiojobs,,,,,,,,,,242094.0
decli,,,,,,,,,,242039.0
bravado,,,,,,,,,,242019.0
meson-python,,,,,,,,,,241967.0
apache-airflow-providers-apache-hive,,,,,,,,,,241760.0
xlrd3,,,,,,,,,,241702.0
django-rest-auth,,,,,,,,,,241680.0
spacy-transformers,,,,,,,,,,241467.0
tslearn,,,,,,,,,,241390.0
lightning,,,,,,,,,,241347.0
django-autocomplete-light,,,,,,,,,,241179.0
humbug,,,,,,,,,,241113.0
ngram,,,,,,,,,,241103.0
django-auth-ldap,,,,,,,,,,240869.0
awscliv2,,,,,,,,,,240310.0
gputil,,,,,,,,,,240206.0
kafka,,,,,,,,,,240087.0
django-reversion,,,,,,,,,,239975.0
speechbrain,,,,,,,,,,239946.0
wiki-fetch,,,,,,,,,,239896.0
badx12,,,,,,,,,,239557.0
types-aiobotocore,,,,,,,,,,238621.0
pyobjc-framework-coretext,,,,,,,,,,238568.0
signxml,,,,,,,,,,238121.0
ptvsd,,,,,,,,,,237959.0
pyobjc-framework-security,,,,,,,,,,237807.0
nats-py,,,,,,,,,,237592.0
blobfile,,,,,,,,,,237142.0
pyobjc-framework-libdispatch,,,,,,,,,,236978.0
opentelemetry-instrumentation-starlette,,,,,,,,,,236751.0
databricks-feature-store,,,,,,,,,,236634.0
pyphonetics,,,,,,,,,,236536.0
pyobjc-framework-coreservices,,,,,,,,,,236470.0
wordninja,,,,,,,,,,236441.0
aws-cdk-aws-sns-subscriptions,,,,,,,,,,236063.0
aws-cdk-aws-cognito,,,,,,,,,,235820.0
zarr,,,,,,,,,,235349.0
argparse-addons,,,,,,,,,,235324.0
pyobjc-framework-addressbook,,,,,,,,,,235239.0
pyobjc-framework-coredata,,,,,,,,,,234896.0
pyobjc-framework-coreaudio,,,,,,,,,,234881.0
pycaret,,,,,,,,,,234875.0
pyobjc-framework-webkit,,,,,,,,,,234790.0
jupyter-latex-envs,,,,,,,,,,234701.0
pyobjc-framework-launchservices,,,,,,,,,,234664.0
pyobjc-framework-applescriptkit,,,,,,,,,,234657.0
mypy-boto3-elbv2,,,,,,,,,,234650.0
pyobjc-framework-cfnetwork,,,,,,,,,,234573.0
pyobjc-framework-exceptionhandling,,,,,,,,,,234442.0
pyobjc-framework-automator,,,,,,,,,,234236.0
model-index,,,,,,,,,,234187.0
pytest-deadfixtures,,,,,,,,,,234150.0
pyobjc-framework-syncservices,,,,,,,,,,234020.0
sqlalchemy-migrate,,,,,,,,,,233939.0
cvdupdate,,,,,,,,,,233876.0
mirakuru,,,,,,,,,,233864.0
pyobjc-framework-screensaver,,,,,,,,,,233828.0
rembg,,,,,,,,,,233783.0
pyobjc-framework-installerplugins,,,,,,,,,,233754.0
apache-airflow-providers-tableau,,,,,,,,,,233742.0
pyobjc-framework-fsevents,,,,,,,,,,233723.0
stepfunctions,,,,,,,,,,233722.0
ipcqueue,,,,,,,,,,233708.0
pyobjc-framework-latentsemanticmapping,,,,,,,,,,233626.0
pyobjc-framework-preferencepanes,,,,,,,,,,233574.0
python-barcode,,,,,,,,,,233483.0
pyobjc-framework-coreaudiokit,,,,,,,,,,233279.0
pyobjc-framework-searchkit,,,,,,,,,,233170.0
types-aiobotocore-s3,,,,,,,,,,233130.0
pyobjc-framework-discrecording,,,,,,,,,,233039.0
pyobjc-framework-colorsync,,,,,,,,,,233011.0
django-mysql,,,,,,,,,,232786.0
pyobjc-framework-osakit,,,,,,,,,,232682.0
pyobjc-framework-diskarbitration,,,,,,,,,,232586.0
pyobjc-framework-coremedia,,,,,,,,,,232370.0
tabledata,,,,,,,,,,232349.0
pyobjc-framework-discrecordingui,,,,,,,,,,232294.0
pyobjc-framework-dvdplayback,,,,,,,,,,232220.0
pyobjc-framework-securityinterface,,,,,,,,,,232130.0
pyobjc-framework-securityfoundation,,,,,,,,,,232067.0
pyobjc-framework-servicemanagement,,,,,,,,,,231908.0
pyobjc-framework-avfoundation,,,,,,,,,,231708.0
onnxsim,,,,,,,,,,231607.0
pyobjc-framework-scriptingbridge,,,,,,,,,,231489.0
python-socks,,,,,,,,,,231405.0
pyobjc-framework-eventkit,,,,,,,,,,231247.0
python-mimeparse,,,,,,,,,,231222.0
aws-cdk-aws-stepfunctions,,,,,,,,,,231206.0
pyobjc-framework-applescriptobjc,,,,,,,,,,231168.0
pytest-postgresql,,,,,,,,,,231166.0
prefect-dask,,,,,,,,,,231057.0
pyobjc-framework-instantmessage,,,,,,,,,,231011.0
pyobjc-framework-corewlan,,,,,,,,,,230904.0
pyobjc-framework-corelocation,,,,,,,,,,230841.0
proxy-protocol,,,,,,,,,,230773.0
pyobjc-framework-notificationcenter,,,,,,,,,,230763.0
pyobjc-framework-spritekit,,,,,,,,,,230754.0
pyobjc-framework-accounts,,,,,,,,,,230751.0
pyobjc-framework-localauthentication,,,,,,,,,,230695.0
pyobjc-framework-inputmethodkit,,,,,,,,,,230629.0
pyobjc-framework-dictionaryservices,,,,,,,,,,230573.0
pyobjc-framework-opendirectory,,,,,,,,,,230538.0
pyobjc-framework-coreml,,,,,,,,,,230374.0
pyobjc-framework-avkit,,,,,,,,,,230336.0
types-tzlocal,,,,,,,,,,230278.0
pyqrcode,,,,,,,,,,230248.0
pyobjc-framework-multipeerconnectivity,,,,,,,,,,230245.0
django-rest-passwordreset,,,,,,,,,,230242.0
pyobjc-framework-coremediaio,,,,,,,,,,230217.0
pyobjc-framework-social,,,,,,,,,,230131.0
pyobjc-framework-vision,,,,,,,,,,230021.0
pyobjc-framework-collaboration,,,,,,,,,,230008.0
testing-postgresql,,,,,,,,,,229968.0
pydomo,,,,,,,,,,229856.0
pyobjc-framework-gameplaykit,,,,,,,,,,229852.0
pyobjc-framework-netfs,,,,,,,,,,229800.0
pyobjc-framework-photos,,,,,,,,,,229788.0
pyobjc-framework-cryptotokenkit,,,,,,,,,,229782.0
pyobjc-framework-storekit,,,,,,,,,,229690.0
pyobjc-framework-findersync,,,,,,,,,,229687.0
pyobjc-framework-gamekit,,,,,,,,,,229644.0
pyobjc-framework-imserviceplugin,,,,,,,,,,229639.0
pyobjc-framework-modelio,,,,,,,,,,229634.0
pyobjc-framework-imagecapturecore,,,,,,,,,,229623.0
pyobjc-framework-mapkit,,,,,,,,,,229620.0
pyobjc-framework-safariservices,,,,,,,,,,229596.0
pyobjc-framework-network,,,,,,,,,,229571.0
pyobjc-framework-photosui,,,,,,,,,,229566.0
requests-ntlm3,,,,,,,,,,229560.0
pyobjc-framework-mediatoolbox,,,,,,,,,,229538.0
pyobjc-framework-networkextension,,,,,,,,,,229536.0
pyobjc-framework-iosurface,,,,,,,,,,229509.0
pyobjc-framework-gamecontroller,,,,,,,,,,229393.0
pyobjc-framework-scenekit,,,,,,,,,,229392.0
pyobjc-framework-naturallanguage,,,,,,,,,,229367.0
pyobjc-framework-contactsui,,,,,,,,,,229365.0
pyobjc-framework-gamecenter,,,,,,,,,,229329.0
pyobjc-framework-contacts,,,,,,,,,,229321.0
pyobjc-framework-calendarstore,,,,,,,,,,229282.0
pyobjc-framework-ituneslibrary,,,,,,,,,,229275.0
python-sat,,,,,,,,,,229260.0
pyobjc-framework-videotoolbox,,,,,,,,,,229232.0
pyobjc-framework-corespotlight,,,,,,,,,,229216.0
pyobjc-framework-usernotifications,,,,,,,,,,229210.0
aws-cdk-aws-kinesis,,,,,,,,,,229174.0
pyobjc-framework-mediaplayer,,,,,,,,,,229156.0
pyobjc-framework-externalaccessory,,,,,,,,,,229138.0
pyobjc-framework-intents,,,,,,,,,,229133.0
pyobjc-framework-cloudkit,,,,,,,,,,229097.0
html5tagger,,,,,,,,,,229016.0
pyobjc-framework-medialibrary,,,,,,,,,,228924.0
pyobjc-framework-businesschat,,,,,,,,,,228873.0
pyobjc-framework-mediaaccessibility,,,,,,,,,,228849.0
pytest-assume,,,,,,,,,,228723.0
jupyter-dash,,,,,,,,,,228616.0
tracerite,,,,,,,,,,228590.0
azure-ai-ml,,,,,,,,,,228390.0
pyobjc-framework-videosubscriberaccount,,,,,,,,,,228388.0
pyobjc-framework-adsupport,,,,,,,,,,228331.0
keyboard,,,,,,,,,,228092.0
adtk,,,,,,,,,,228058.0
trafaret,,,,,,,,,,227972.0
pims,,,,,,,,,,227922.0
cantools,,,,,,,,,,227915.0
tsdownsample,,,,,,,,,,227747.0
myst-nb,,,,,,,,,,227742.0
func-args,,,,,,,,,,227632.0
types-psycopg2,,,,,,,,,,227523.0
clipboard,,,,,,,,,,227514.0
mitmproxy,,,,,,,,,,227463.0
slicerator,,,,,,,,,,227441.0
opentelemetry-instrumentation-redis,,,,,,,,,,226783.0
etcd3,,,,,,,,,,226724.0
types-termcolor,,,,,,,,,,226568.0
synapseml,,,,,,,,,,226061.0
ansible-tower-cli,,,,,,,,,,225975.0
apache-airflow-backport-providers-http,,,,,,,,,,225868.0
markdownify,,,,,,,,,,225809.0
sttable,,,,,,,,,,225648.0
interpret-core,,,,,,,,,,225593.0
aspy-yaml,,,,,,,,,,225511.0
httpagentparser,,,,,,,,,,225243.0
types-ipaddress,,,,,,,,,,225209.0
escapism,,,,,,,,,,225168.0
pip-audit,,,,,,,,,,225003.0
mysql-python,,,,,,,,,,224780.0
pip-check,,,,,,,,,,224667.0
python-etcd,,,,,,,,,,224259.0
google-cloud-ndb,,,,,,,,,,224213.0
casefy,,,,,,,,,,224110.0
stups-tokens,,,,,,,,,,224056.0
types-aiobotocore-dynamodb,,,,,,,,,,223923.0
django-treebeard,,,,,,,,,,223283.0
tcolorpy,,,,,,,,,,223283.0
textparser,,,,,,,,,,223005.0
flake8-annotations,,,,,,,,,,222971.0
tableschema-to-template,,,,,,,,,,222749.0
property-cached,,,,,,,,,,222235.0
types-aiobotocore-ec2,,,,,,,,,,222139.0
azure-schemaregistry,,,,,,,,,,222056.0
namedlist,,,,,,,,,,221810.0
types-aiobotocore-sqs,,,,,,,,,,221340.0
django-ratelimit,,,,,,,,,,221325.0
pythainlp,,,,,,,,,,221033.0
dagster-dbt,,,,,,,,,,220974.0
selinux,,,,,,,,,,220852.0
reportportal-client,,,,,,,,,,220697.0
chromedriver-autoinstaller,,,,,,,,,,220478.0
fasttext-langdetect,,,,,,,,,,220337.0
hdx-python-utilities,,,,,,,,,,220212.0
backports-datetime-fromisoformat,,,,,,,,,,220163.0
image,,,,,,,,,,220060.0
suds,,,,,,,,,,219771.0
pytest-github-actions-annotate-failures,,,,,,,,,,219752.0
pymatting,,,,,,,,,,219196.0
extract-msg,,,,,,,,,,219139.0
hdx-python-country,,,,,,,,,,219083.0
pbspark,,,,,,,,,,218975.0
currencyconverter,,,,,,,,,,218865.0
bashlex,,,,,,,,,,218557.0
libhxl,,,,,,,,,,218514.0
names,,,,,,,,,,218313.0
apache-airflow-backport-providers-apache-livy,,,,,,,,,,218286.0
types-aiobotocore-lambda,,,,,,,,,,218266.0
commitizen,,,,,,,,,,218176.0
mkdocs-autorefs,,,,,,,,,,218124.0
llama-cpp-python,,,,,,,,,,218098.0
esp-idf-size,,,,,,,,,,218078.0
accumulation-tree,,,,,,,,,,218055.0
python-io-wrapper,,,,,,,,,,217927.0
stups-cli-support,,,,,,,,,,217858.0
stups-zign,,,,,,,,,,217857.0
types-aiobotocore-cloudformation,,,,,,,,,,217850.0
grpc-stubs,,,,,,,,,,217835.0
types-aiobotocore-rds,,,,,,,,,,217825.0
brotlicffi,,,,,,,,,,217811.0
scooch,,,,,,,,,,217772.0
tdigest,,,,,,,,,,217621.0
djangorestframework-api-key,,,,,,,,,,217599.0
pyudorandom,,,,,,,,,,217579.0
zake,,,,,,,,,,217356.0
azure-ai-formrecognizer,,,,,,,,,,217349.0
wasmer-compiler-cranelift,,,,,,,,,,217317.0
latexcodec,,,,,,,,,,217128.0
pybtex,,,,,,,,,,216934.0
azure-eventhub-checkpointstoreblob,,,,,,,,,,216729.0
dm-env,,,,,,,,,,216447.0
django-modeltranslation,,,,,,,,,,216341.0
voila,,,,,,,,,,216214.0
asciitable,,,,,,,,,,215950.0
cbor,,,,,,,,,,215813.0
docformatter,,,,,,,,,,215753.0
credstash,,,,,,,,,,215546.0
macholib,,,,,,,,,,215435.0
tensorflow-model-analysis,,,,,,,,,,215360.0
import-deps,,,,,,,,,,215299.0
clu,,,,,,,,,,215165.0
setuptools-scm-git-archive,,,,,,,,,,215125.0
jsonslicer,,,,,,,,,,214851.0
prophecy-libs,,,,,,,,,,214535.0
aws-cdk-aws-events-targets,,,,,,,,,,214510.0
qiskit-terra,,,,,,,,,,214300.0
mypy-boto3-iam,,,,,,,,,,214295.0
catkin-pkg,,,,,,,,,,214262.0
icecream,,,,,,,,,,214167.0
extras,,,,,,,,,,214114.0
django-admin-rangefilter,,,,,,,,,,213735.0
yapsy,,,,,,,,,,213687.0
pyspellchecker,,,,,,,,,,213596.0
braintree,,,,,,,,,,213588.0
pytest-incremental,,,,,,,,,,213587.0
asgi-lifespan,,,,,,,,,,213534.0
exchangerates,,,,,,,,,,213490.0
s3pathlib,,,,,,,,,,213437.0
apache-airflow-backport-providers-apache-spark,,,,,,,,,,213191.0
dagster-aws,,,,,,,,,,213120.0
pyjwkest,,,,,,,,,,212992.0
click-completion,,,,,,,,,,212972.0
aws-cdk-aws-apigateway,,,,,,,,,,212874.0
apache-airflow-backport-providers-docker,,,,,,,,,,212751.0
opentelemetry-instrumentation-jinja2,,,,,,,,,,212626.0
pyngrok,,,,,,,,,,212424.0
webassets,,,,,,,,,,212070.0
pymongo-auth-aws,,,,,,,,,,211694.0
ncclient,,,,,,,,,,211599.0
types-bleach,,,,,,,,,,211560.0
rrdtool,,,,,,,,,,211363.0
apache-airflow-providers-redis,,,,,,,,,,211086.0
multiprocessing,,,,,,,,,,210556.0
aws-cdk-aws-autoscaling,,,,,,,,,,210177.0
nmslib,,,,,,,,,,209956.0
scikit-base,,,,,,,,,,209842.0
sk-dist,,,,,,,,,,209697.0
puremagic,,,,,,,,,,209650.0
aiomysql,,,,,,,,,,209609.0
pygresql,,,,,,,,,,209545.0
pycld2,,,,,,,,,,209218.0
waifupicspython,,,,,,,,,,208881.0
sqlitedict,,,,,,,,,,208779.0
aws-cdk-aws-elasticloadbalancing,,,,,,,,,,208758.0
elementary-data,,,,,,,,,,208686.0
wmi,,,,,,,,,,208332.0
asynch,,,,,,,,,,207779.0
neobolt,,,,,,,,,,207764.0
google-cloud-dns,,,,,,,,,,207572.0
pydevd-pycharm,,,,,,,,,,206886.0
google-compute-engine,,,,,,,,,,206675.0
bezier,,,,,,,,,,206598.0
win32-setctime,,,,,,,,,,206440.0
pytest-httpserver,,,,,,,,,,206280.0
django-fsm,,,,,,,,,,205933.0
opentelemetry-exporter-jaeger-proto-grpc,,,,,,,,,,205855.0
yamlpath,,,,,,,,,,205678.0
types-aiobotocore-acm,,,,,,,,,,205520.0
poetry-dynamic-versioning,,,,,,,,,,205465.0
types-aiobotocore-elbv2,,,,,,,,,,205370.0
types-aiobotocore-route53,,,,,,,,,,205367.0
apache-airflow-providers-dbt-cloud,,,,,,,,,,205319.0
localstack-ext,,,,,,,,,,205291.0
fpdf2,,,,,,,,,,204831.0
virustotal3,,,,,,,,,,204574.0
opentelemetry-exporter-jaeger,,,,,,,,,,204570.0
plyvel,,,,,,,,,,204555.0
keyrings-cryptfile,,,,,,,,,,204283.0
sqlalchemy-trino,,,,,,,,,,204252.0
django-structlog,,,,,,,,,,203843.0
aws-cdk-aws-ecs,,,,,,,,,,203819.0
tabula-py,,,,,,,,,,203711.0
httpie,,,,,,,,,,203471.0
databricks-pypi-extras,,,,,,,,,,203465.0
demjson,,,,,,,,,,203372.0
