package_name,version_x,version_y,version,summary_x,license_x,metadata_source_x,summary_y,license_y,metadata_source_y,download_count
gitpython,,,,Python Git Library,BSD-3-Clause,Anaconda,,,,35383569.0
glib,,,,Provides core application building blocks for libraries and applications written in C.,LGPL-2.1-or-later,Anaconda,,,,
glog,,,,C++ implementation of the Google logging module.,BSD-3-Clause,Anaconda,,,,
glue-core,,,,Multi-dimensional linked data exploration,BSD-3-Clause,Anaconda,,,,
glue-vispy-viewers,,,,3D viewers for Glue,BSD-2-Clause,Anaconda,,,,
glueviz,,,,Multi-dimensional linked data exploration,BSD-3-Clause,Anaconda,,,,
gmp,,,,The GNU multiprecision library.,GPL-2.0-or-later AND LGPL-3.0-or-later,Anaconda,,,,
gmpy2,,,,"GMP/MPIR, MPFR, and MPC interface to Python 2.6+ and 3.x",LGPL-3.0-or-later,Anaconda,,,,
gridmap,,,,Map Python functions onto a cluster using a grid engine,GPL3,Anaconda,,,,
grpc-cpp,,,,"gRPC - A high-performance, open-source universal RPC framework",Apache-2.0,Anaconda,,,,
gsl,,,,GNU Scientific Library,GPL-3.0-or-later,Anaconda,,,,
gst-plugins-base,,,,GStreamer Base Plug-ins,GPL2,Anaconda,,,,
gstreamer,,,,Library for constructing graphs of media-handling components,LGPL 2,Anaconda,,,,
gunicorn,,,,WSGI HTTP Server for UNIX,MIT,Anaconda,,,,26776428.0
hdf4,,,,Library and multi-object file format for storing and managing data between machines.,BSD 3-Clause,Anaconda,,,,
hdf5,,,,"HDF5 is a data model, library, and file format for storing and managing data",OTHER,Anaconda,,,,
hdfs3,,,,Python wrapper for libhdfs3,BSD 3-Clause,Anaconda,,,,
hdijupyterutils,,,,Project with useful classes/methods for all projects created by the HDInsight team at Microsoft around Jupyter,BSD-3-Clause,Anaconda,,,,
heapdict,,,,A heap with decrease-key and increase-key operations,BSD 3-Clause,Anaconda,,,,643054.0
huggingface_hub,,,,"Client library to download and publish models, datasets and other repos on the huggingface.co hub",Apache-2.0,Anaconda,,,,
hvplot,,,,A high-level plotting API for the PyData ecosystem built on HoloViews,BSD-3-Clause,Anaconda,,,,124584.0
hyperlink,,,,"Immutable, Pythonic, correct URLs.",MIT,Anaconda,,,,2300966.0
hypothesis,,,,A library for property based testing,MPL-2.0,Anaconda,A library for property based testing,MPL v2,PyPI,5055157.0
icu,,,,International Components for Unicode.,MIT,Anaconda,,,,
importlib_metadata,,,,A library to access the metadata for a Python package.,Apache-2.0,Anaconda,,,,
impyla,,,,Python client for the Impala distributed query engine,Apache-2.0,Anaconda,,,,527116.0
incremental,,,,Incremental is a small library that versions your Python projects.,MIT,Anaconda,,,,2331820.0
intake,,,,Data load and catalog system,BSD-2-Clause,Anaconda,,,,
intervaltree,,,,Editable interval tree data structure for Python 2 and 3,Apache-2.0,Anaconda,,,,798446.0
ipyparallel,,,,Interactive Parallel Computing with IPython,BSD-3-Clause,Anaconda,,,,252581.0
ipython_genutils,,,,vestigial utilities from IPython,BSD 3-Clause,Anaconda,,,,
iso8601,,,,Simple module to parse ISO 8601 dates,MIT,Anaconda,,,,3913486.0
itemadapter,,,,Common interface for different data containers,BSD-3-Clause,Anaconda,,,,867090.0
itemloaders,,,,Collect data from HTML and XML sources,BSD-3-Clause,Anaconda,,,,848930.0
jasper,,,,A reference implementation of the codec specified in the JPEG-2000 Part-1 standard.,JasPer 2.0,Anaconda,,,,
jellyfish,,,,a library for doing approximate and phonetic matching of strings.,BSD-2-Clause,Anaconda,,,,1935297.0
jinja2,,,,A very fast and expressive template engine.,BSD-3-Clause,Anaconda,,,,93412936.0
jinja2-time,,,,Jinja2 Extension for Dates and Times,MIT,Anaconda,,,,1424841.0
jpeg,,,,"read/write jpeg COM, EXIF, IPTC medata",IJG,Anaconda,,,,
jq,,,,A command-line JSON processor.,MIT,Anaconda,,,,599042.0
jupyter_client,,,,Jupyter protocol implementation and client libraries.,BSD-3-Clause,Anaconda,,,,
jupyter_console,,,,Jupyter terminal console,BSD-3-Clause,Anaconda,,,,
jupyter_core,,,,Core common functionality of Jupyter projects.,BSD-3-Clause,Anaconda,,,,
jupyter_events,,,,Jupyter Event System library,BSD-3-Clause,Anaconda,,,,
jupyter_server,,,,Jupyter Server,BSD-3-Clause,Anaconda,,,,
jupyter_server_fileid,,,,A Jupyter Server extension providing an implementation of the File ID service.,BSD-3-Clause,Anaconda,,,,
jupyter_server_ydoc,,,,A Jupyter Server Extension providing support for Y documents.,BSD-3-Clause,Anaconda,,,,
jupyter_ydoc,,,,Document structures for collaborative editing using Ypy,BSD-3-Clause,Anaconda,,,,
jupyterlab_launcher,,,,A Launcher for JupyterLab based applications.,BSD 3-Clause,Anaconda,,,,
jupyterlab_pygments,,,,Pygments syntax coloring scheme making use of the JupyterLab CSS variables,BSD-3-Clause,Anaconda,,,,
jupyterlab_server,,,,A set of server components for JupyterLab and JupyterLab like applications.,BSD-3-Clause,Anaconda,,,,
jupyterlab_widgets,,,,JupyterLab extension providing HTML widgets,BSD-3-Clause,Anaconda,,,,
jxrlib,,,,"jxrlib - JPEG XR Library by Microsoft, built from Debian hosted sources.",BSD-2-Clause,Anaconda,,,,
kealib,,,,The KEA format provides an implementation of the GDAL specification within the the HDF5 file format.,MIT,Anaconda,,,,
keras-gpu,,,,Deep Learning Library for Theano and TensorFlow,MIT,Anaconda,,,,
knit,,,,Python interface YARN,BSD 3-Clause,Anaconda,,,,
krb5,,,,A network authentication protocol.,MIT,Anaconda,,,,219403.0
lancet,,,,"Launch jobs, organize the output, and dissect the results.",BSD-3-Clause,Anaconda,,,,
lazy_loader,,,,Easily load subpackages and functions on demand,BSD-3-Clause,Anaconda,,,,
lcms2,,,,Open Source Color Management Engine,MIT,Anaconda,,,,
ld_impl_linux-64,,,,"A set of programming tools for creating and managing binary programs, object files, libraries, profile data, and assembly source code.",GPL-3.0-only,Anaconda,,,,
ldap3,,,,A strictly RFC 4510 conforming LDAP V3 pure Python client library,LGPL-3.0,Anaconda,,,,1734544.0
lerc,,,,LERC - Limited Error Raster Compression,Apache-2.0,Anaconda,,,,
libaec,,,,Adaptive Entropy Coding library,BSD-2-Clause,Anaconda,,,,
libarchive,,,,Multi-format archive and compression library,BSD-2-Clause,Anaconda,,,,
libboost,,,,Free peer-reviewed portable C++ source libraries.,BSL-1.0,Anaconda,,,,
libbrotlicommon,,,,Brotli compression format,MIT,Anaconda,,,,
libbrotlidec,,,,Brotli compression format,MIT,Anaconda,,,,
libbrotlienc,,,,Brotli compression format,MIT,Anaconda,,,,
libcurl,,,,tool and library for transferring data with URL syntax,curl,Anaconda,,,,
libcxxabi,,,,LLVM C++ standard library,Apache-2.0 WITH LLVM-exception,Anaconda,,,,
libdeflate,,,,"libdeflate is a library for fast, whole-buffer DEFLATE-based compression and decompression.",MIT,Anaconda,,,,
libedit,,,,Editline Library (libedit),BSD-2-Clause,Anaconda,,,,
libev,,,,"A full-featured and high-performance event loop that is loosely modeled after libevent, but without its limitations and bugs.",BSD-2-Clause,Anaconda,,,,
libevent,,,,An event notification library.,BSD-3-Clause,Anaconda,,,,
libffi,,,,A Portable Foreign Function Interface Library,MIT,Anaconda,,,,
libgcc-ng,,,,The GCC low-level runtime library,GPL-3.0-only WITH GCC-exception-3.1,Anaconda,,,,
libgdal,,,,The Geospatial Data Abstraction Library (GDAL),MIT,Anaconda,,,,
libgfortran-ng,,,,The GNU Fortran Runtime Library,GPL-3.0-only WITH GCC-exception-3.1,Anaconda,,,,
libgfortran5,,,,Fortran compiler and libraries from the GNU Compiler Collection,GPL-3.0-only WITH GCC-exception-3.1,Anaconda,,,,
libgomp,,,,The GCC OpenMP implementation.,GPL-3.0-only WITH GCC-exception-3.1,Anaconda,,,,
libgpuarray,,,,Library to manipulate arrays on GPU,ISC,Anaconda,,,,
libhdfs3,,,,A Native C/C++ HDFS Client,Apache-2.0,Anaconda,,,,
libiconv,,,,Provides iconv for systems which don't have one (or that cannot convert from/to Unicode.),GPL-3.0-or-later,Anaconda,,,,
libllvm10,,,,Development headers and libraries for LLVM,Apache-2.0 WITH LLVM-exception,Anaconda,,,,
libllvm14,,,,Development headers and libraries for LLVM,Apache-2.0 WITH LLVM-exception,Anaconda,,,,
libllvm9,,,,Development headers and libraries for LLVM,Apache-2.0 WITH LLVM-exception,Anaconda,,,,
libnetcdf,,,,Libraries and data formats that support array-oriented scientific data.,BSD-3-Clause,Anaconda,,,,
libnghttp2,,,,This is an implementation of Hypertext Transfer Protocol version 2.,MIT,Anaconda,,,,
libopenblas,,,,An Optimized BLAS library,BSD-3-Clause,Anaconda,,,,
libopenblas-static,,,,OpenBLAS static libraries.,BSD-3-Clause,Anaconda,,,,
libpng,,,,PNG reference library,Zlib,Anaconda,,,,
libpq,,,,The postgres runtime libraries and utilities (not the server itself),PostgreSQL,Anaconda,,,,
libprotobuf,,,,"Protocol Buffers - Google's data interchange format. C++ Libraries and protoc, the protobuf compiler.",BSD-3-Clause,Anaconda,,,,
libsodium,,,,A modern and easy-to-use crypto library.,ISC,Anaconda,,,,
libspatialindex,,,,Extensible framework for robust spatial indexing,MIT,Anaconda,,,,
libssh2,,,,the SSH library,BSD-3-Clause,Anaconda,,,,
libstdcxx-ng,,,,The GNU C++ Runtime Library,GPL-3.0-only WITH GCC-exception-3.1,Anaconda,,,,
libthrift,,,,Compiler and C++ libraries and headers for the Apache Thrift RPC system,Apache-2.0,Anaconda,,,,
libtiff,,,,Support for the Tag Image File Format (TIFF).,HPND,Anaconda,,,,
libuuid,,,,Portable uuid C library 2.32.1 as pk-version 1.41.5.,BSD-3-Clause,Anaconda,,,,
libwebp,,,,WebP image library,BSD-3-Clause,Anaconda,,,,
libwebp-base,,,,WebP image library,BSD-3-Clause,Anaconda,,,,
libxcb,,,,This is the C-language Binding (XCB) package to the X Window System protocol,MIT,Anaconda,,,,
libxgboost,,,,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Flink and DataFlow",Apache-2.0,Anaconda,,,,
libxkbcommon,,,,keymap handling library for toolkits and window systems,MIT/X11 Derivative,Anaconda,,,,
libxml2,,,,The XML C parser and toolkit of Gnome,MIT,Anaconda,,,,
libxslt,,,,The XSLT C library developed for the GNOME project,MIT,Anaconda,,,,
libzopfli,,,,"A compression library programmed in C to perform very good, but slow, deflate or zlib compression.",Apache-2.0,Anaconda,,,,
lighttpd,,,,"Light, fast web server",BSD-3-Clause,Anaconda,,,,
line_profiler,,,,Line-by-line profiling for Python,BSD-3-Clause AND PSF-2.0,Anaconda,,,,
luigi,,,,Workflow mgmgt + task scheduling + dependency resolution.,Apache-2.0,Anaconda,,,,563807.0
lz4-c,,,,Extremely Fast Compression algorithm,BSD-2-Clause,Anaconda,,,,
lzo,,,,LZO is a portable lossless data compression library written in ANSI C.,GPL v2+,Anaconda,,,,
m4,,,,Implementation of the traditional Unix macro processor.,GPL-3.0,Anaconda,,,,
mako,,,,A super-fast templating language that borrows the best ideas from the existing templating languages.,MIT,Anaconda,,,,21939651.0
markdown,,,,Python implementation of Markdown.,BSD-3-Clause,Anaconda,,,,25157296.0
markdown2,,,,fast and complete Python implementation of Markdown,MIT,Anaconda,,,,1836152.0
markupsafe,,,,Safely add untrusted strings to HTML/XML markup.,BSD-3-Clause,Anaconda,,,,100721849.0
matplotlib-base,,,,Publication quality figures in Python,LicenseRef-PSF-based,Anaconda,,,,
mdp,,,,A Python data processing framework.,BSD,Anaconda,,,,
meld3,,,,An HTML/XML templating engine,BSD-derived,Anaconda,,,,
memory_profiler,,,,A module for monitoring memory usage of a python program,BSD 3-Clause,Anaconda,,,,
mkl-devel,,,,Metapackage of MKL headers and libraries for developing software that uses MKL,LicenseRef-ProprietaryIntel,Anaconda,,,,
mkl-include,,,,MKL headers for developing software that uses MKL,LicenseRef-ProprietaryIntel,Anaconda,,,,
mkl-service,,,,Python hooks for Intel(R) Math Kernel Library runtime control settings.,BSD-3-Clause,Anaconda,,,,
mkl_fft,,,,NumPy-based implementation of Fast Fourier Transform using Intel (R) Math Kernel Library.,BSD-3-Clause,Anaconda,,,,
mkl_random,,,,Intel (R) MKL-powered package for sampling from common probability distributions into NumPy arrays.,BSD-3-Clause,Anaconda,,,,
mongodb,,,,A next-gen database that lets you do things you could never do before,SSPL-1.0,Anaconda,,,,
morfessor,,,,Library for unsupervised and semi-supervised morphological segmentation,BSD 2-Clause,Anaconda,,,,
mpc,,,,A C library for the arithmetic of complex numbers with arbitrarily high precision.,LGPL-3-or-later,Anaconda,,,,
mpfr,,,,The MPFR library is a C library for multiple-precision floating-point computations with correct rounding.,LGPL-3.0-only,Anaconda,,,,
mpi,,,,Metapackage to select the MPI variant. Use conda's pinning mechanism in your environment to control which variant you want.,BSD-3-Clause,Anaconda,,,,
mpi4py,,,,Python bindings for MPI,BSD-2-Clause,Anaconda,,,,145408.0
mpich,,,,A high performance widely portable implementation of the MPI standard.,LicenseRef-MPICH,Anaconda,,,,
mpir,,,,Multiple Precision Integers and Rationals.,LGPL 3,Anaconda,,,,
msgpack-python,,,,MessagePack (de)serializer,Apache-2.0,Anaconda,,,,1764500.0
munch,,,,A dot-accessible dictionary (a la JavaScript objects),MIT,Anaconda,,,,1423834.0
mypy,,,,Optional static typing for Python,MIT,Anaconda,,,,10679648.0
mypy_extensions,,,,Experimental type system extensions for programs checked with the mypy typechecker.,MIT,Anaconda,,,,
mysql,,,,Open source relational database management system.,GPL-2.0,Anaconda,,,,206572.0
navigator-updater,,,,Anaconda Navigator Updater,"proprietary - Anaconda, Inc.",Anaconda,,,,
nb_anacondacloud,,,,Interact with Anaconda Cloud,BSD-3-Clause,Anaconda,,,,
nb_conda,,,,Conda environment and package access extension from within Jupyter,BSD-3-Clause,Anaconda,,,,
nb_conda_kernels,,,,Launch Jupyter kernels for any installed conda environment,BSD 3-Clause,Anaconda,,,,
ncurses,,,,Library for text-based user interfaces,MIT AND X11,Anaconda,,,,
neo4j-python-driver,,,,Database connector for Neo4j graph database,Apache-2.0,Anaconda,,,,
neon,,,,Nervana's Python-based Deep Learning framework,Apache 2.0,Anaconda,,,,
netcdf4,,,,netcdf4-python is a Python interface to the netCDF C library.,MIT,Anaconda,,,,1611565.0
nginx,,,,Nginx is an HTTP and reverse proxy server,BSD-2-Clause,Anaconda,,,,
ninja-base,,,,A small build system with a focus on speed,Apache-2.0,Anaconda,,,,
nodejs,,,,"Node.js is an open-source, cross-platform JavaScript runtime environment.",MIT,Anaconda,,,,
nomkl,,,,,BSD-3-clause,Anaconda,,,,
nose-parameterized,,,,Parameterized testing with any Python test framework.,BSD-2-Clause,Anaconda,,,,
nspr,,,,A platform-neutral API for system level and libc-like functions.,MPL-2.0,Anaconda,,,,
nss,,,,A set of libraries designed to support cross-platform development of security-enabled client and server applications.,MPL-2.0,Anaconda,,,,
numpy-base,,,,"Array processing for numbers, strings, records, and objects.",BSD-3-Clause,Anaconda,,,,
numpydoc,,,,Sphinx extension to support docstrings in Numpy format,BSD-3-Clause,Anaconda,,,,308110.0
odo,,,,Data migration in Python,BSD-3-Clause,Anaconda,,,,
oniguruma,,,,A regular expression library.,BSD-2-Clause,Anaconda,,,,
openblas,,,,An optimized BLAS library,BSD-3-Clause,Anaconda,,,,
openblas-devel,,,,OpenBLAS headers and libraries for developing software that used OpenBLAS.,BSD-3-Clause,Anaconda,,,,
opencv,,,,Computer vision and machine learning software library.,Apache-2.0,Anaconda,,,,
openjdk,,,,The JetBrains Runtime OpenJDK build.,GPL-2.0-only,Anaconda,,,,
openjpeg,,,,An open-source JPEG 2000 codec written in C,BSD 2-Clause,Anaconda,,,,
openldap,,,,OpenLDAP Software is an open source implementation of the Lightweight Directory Access Protocol.,OLDAP-2.8,Anaconda,,,,
openmpi,,,,An open source Message Passing Interface implementation.,BSD 3-Clause,Anaconda,,,,
openssl,,,,OpenSSL is an open-source implementation of the SSL and TLS protocols,Apache-2.0,Anaconda,,,,
opentracing,,,,OpenTracing API for Python.,MIT,Anaconda,,,,2624507.0
opentracing_instrumentation,,,,Tracing Instrumentation using OpenTracing API (http://opentracing.io),MIT,Anaconda,,,,
orc,,,,C++ libraries for Apache ORC,Apache-2.0,Anaconda,,,,
parsedatetime,,,,Parse human-readable date/time text,Apache-2.0,Anaconda,,,,7791346.0
parsel,,,,library to extract data from HTML and XML using XPath and CSS selectors,BSD-3-Clause,Anaconda,,,,963827.0
passlib,,,,comprehensive password hashing framework supporting over 30 schemes,BSD 3-Clause,Anaconda,,,,2134330.0
pathspec,,,,Utility library for gitignore style pattern matching of file paths.,MPL-2.0,Anaconda,,,,26974016.0
pcre,,,,Regular expression pattern matching using the same syntax and semantics as Perl 5.,BSD 3-Clause,Anaconda,,,,
pep8,,,,Python style guide checker,MIT,Anaconda,,,,670209.0
perl,,,,The Perl programming language interpreter.,GPL-1.0-or-later OR Artistic-1.0-Perl,Anaconda,,,,
petl,,,,"A Python package for extracting, transforming and loading tables of data.",MIT,Anaconda,,,,877154.0
pillow,,,,Pillow is the friendly PIL fork by Alex Clark and Contributors,LicenseRef-PIL,Anaconda,,,,53050338.0
pivottablejs,,,,PivotTable.js integration for Jupyter/IPython Notebook,MIT License,Anaconda,,,,
plac,,,,The smartest command line arguments parser in the world,BSD-2-Clause,Anaconda,,,,711146.0
pomegranate,,,,"Pomegranate is a graphical models library for Python, implemented in Cython for speed.",MIT,Anaconda,,,,
portaudio,,,,"A cross platform, open-source, audio I/O library",MIT,Anaconda,,,,
portend,,,,TCP port monitoring utilities,MIT,Anaconda,,,,1013252.0
posix_ipc,,,,POSIX IPC for Python,BSD,Anaconda,,,,
postgresql,,,,"PostgreSQL is a powerful, open source object-relational database system.",PostgreSQL,Anaconda,,,,
poyo,,,,A lightweight YAML Parser for Python,MIT,Anaconda,,,,532519.0
progress,,,,Easy progress reporting for Python,ISC,Anaconda,,,,508230.0
proj4,,,,Cartographic projection software.,MIT,Anaconda,,,,
prometheus_client,,,,Python client for the Prometheus monitoring system,Apache-2.0,Anaconda,,,,
prompt_toolkit,,,,Library for building powerful interactive command lines in Python,BSD-3-Clause,Anaconda,,,,
protego,,,,A pure-Python robots.txt parser with support for modern conventions,BSD 3-Clauses,Anaconda,,,,849099.0
psqlodbc,,,,psqlODBC is the official PostgreSQL ODBC Driver,LGPL-2.0,Anaconda,,,,
pure_eval,,,,Safely evaluate AST nodes without side effects,MIT,Anaconda,,,,
py-boost,,,,Free peer-reviewed portable C++ source libraries.,BSL-1.0,Anaconda,,,,
py-xgboost,,,,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Flink and DataFlow",Apache-2.0,Anaconda,,,,
pycrypto,,,,Cryptographic modules for Python.,Public Domain,Anaconda,,,,6991407.0
pycurl,,,,A Python Interface To The cURL library,LGPL-2.1-or-later OR MIT,Anaconda,,,,1026639.0
pydispatcher,,,,Multi-producer-multi-consumer signal dispatching mechanism,BSD-3-Clause,Anaconda,,,,909145.0
pygments,,,,"Pygments is a generic syntax highlighter suitable for use in code hosting, forums, wikis or other applications that need to prettify source code.",BSD-2-Clause,Anaconda,,,,45407480.0
pygpu,,,,Library to manipulate arrays on GPU,ISC,Anaconda,,,,
pyhive,,,,Python interface to Hive,"Apache License, Version 2.0",Anaconda,,,,2859429.0
pyjwt,,,,JSON Web Token implementation in Python,MIT,Anaconda,,,,107773108.0
pykerberos,,,,high-level interface to Kerberos,Apache-2.0,Anaconda,,,,163303.0
pylint-venv,,,,pylint-venv provides a Pylint init-hook to use the same Pylint installation with different virtual environments.,MIT,Anaconda,,,,
pyls-spyder,,,,Spyder extensions for the python-lsp-server,MIT,Anaconda,,,,
pympler,,,,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",Apache-2,Anaconda,,,,1702870.0
pymssql,,,,DB-API interface to Microsoft SQL Server for Python. (new Cython-based version),LGPL-2.1-only,Anaconda,,,,7400312.0
pymysql,,,,Pure Python MySQL Driver,MIT,Anaconda,,,,38684058.0
pyodbc,,,,DB API Module for ODBC,MIT-0,Anaconda,,,,22969968.0
pyopengl,,,,Standard OpenGL bindings for Python,BSD-like,Anaconda,,,,247008.0
pyopenssl,,,,Python wrapper module around the OpenSSL library,Apache-2.0,Anaconda,,,,51291453.0
pyprof2calltree,,,,Help visualize profiling data from cProfile with qcachegrind,MIT,Anaconda,,,,
pyqt,,,,Python bindings for the Qt cross platform application toolkit,GPL-3.0-only,Anaconda,,,,
pyqt5-sip,,,,Python bindings for the Qt cross platform application toolkit,GPL-3.0-only,Anaconda,,,,879293.0
pyqtgraph,,,,Scientific Graphics and GUI Library for Python,MIT,Anaconda,,,,100772.0
pyqtwebengine,,,,Python bindings for the Qt cross platform application toolkit,GPL-3.0-only,Anaconda,,,,177206.0
pyquery,,,,A jquery-like library for python,BSD 3-Clause,Anaconda,,,,1579915.0
pyserial,,,,Python serial port access library,BSD-3-Clause,Anaconda,,,,3660736.0
pysmi,,,,SNMP SMI/MIB Parser,BSD 2-Clause,Anaconda,,,,391926.0
